Circle Name,Node ID,Features
2zHAgD4xt3t,107117483540235115863,"['gender:1', 'institution:Google', 'institution:Microsoft', 'job_title:engineering', 'job_title:president,', 'job_title:senior', 'job_title:vice']"
2zHAgD4xt3t,108551811075711499995,['gender:1']
2zHAgD4xt3t,107446552448005649461,"['job_title:a', ""job_title:i'm""]"
2zHAgD4xt3t,112374836634096795698,"['gender:1', 'job_title:and', 'job_title:author,', 'job_title:entrepreneur.', 'job_title:speaker,', 'place:Honolulu', 'place:Palo', 'place:San', 'university:Stanford', 'university:UCLA']"
2zHAgD4xt3t,103533326117556337218,"['gender:1', 'job_title:and', 'job_title:designer', 'job_title:product', 'last_name:michael']"
2zHAgD4xt3t,117596712775912423303,"['gender:1', 'job_title:administrator']"
2zHAgD4xt3t,102222722824849858928,"['gender:2', 'job_title:curator', 'last_name:maria']"
2zHAgD4xt3t,107033731246200681024,"['gender:1', ""institution:O'Reilly"", 'job_title:ceo', 'last_name:tim', 'place:Cambridge,', 'place:Newton,', 'place:San', 'place:Watertown,', 'university:Harvard']"
2zHAgD4xt3t,116354326277822099288,"['gender:1', 'place:Brooklyn,']"
2zHAgD4xt3t,106073502505833617615,"['gender:2', 'place:Asheville,', 'place:Atlanta,', 'place:Baltimore,', 'place:Chicago,', 'place:Dallas,', 'place:Denver,', 'place:Houston,', 'place:Kansas', 'place:Los', 'place:Memphis,', 'place:Miami,', 'place:Minneapolis,', 'place:New', 'place:Philadelphia,', 'place:Phoenix,', 'place:Salt', 'place:San', 'place:Tallahassee,']"
2zHAgD4xt3t,101465854435804471513,"['gender:1', 'last_name:rob']"
2zHAgD4xt3t,117665613028757061169,['last_name:m']
dEKEupTKE1r,100271922489534236628,[]
dEKEupTKE1r,108413247499481325229,"['gender:1', 'last_name:brad']"
dEKEupTKE1r,110345156976813195439,"['gender:2', 'last_name:michelle', 'university:non-ascii_883']"
dEKEupTKE1r,113028930940007165058,"['gender:1', 'job_title:and', 'job_title:digital', 'job_title:marketing,', 'last_name:dave', 'place:Toronto,', 'university:Seneca']"
dEKEupTKE1r,102615863344410467759,"['gender:2', 'last_name:christina', 'place:Columbus,', 'place:Conway,', 'place:Houston,', 'place:Sydney,', 'place:Washington,']"
dEKEupTKE1r,102898672602346817738,"['gender:1', 'job_title:and', 'job_title:host', 'job_title:news', 'job_title:show', 'last_name:dan', 'place:Brussels,', 'place:London,', 'place:Monrovia,', 'place:Okinawa,']"
dEKEupTKE1r,102712302351237374309,['gender:1']
dEKEupTKE1r,114579585661410116649,"['gender:1', 'job_title:thinker', 'last_name:robert']"
dEKEupTKE1r,113117251731252114390,"['gender:1', 'job_title:and', 'job_title:blogger', 'job_title:columnist', 'job_title:writer,', 'last_name:mike', 'university:UCLA']"
dEKEupTKE1r,109172813571934524948,"['gender:1', 'job_title:designer', 'job_title:photographer']"
dEKEupTKE1r,108107439272887393780,"['gender:1', 'job_title:artist,', 'job_title:designer', 'job_title:fine', 'job_title:graphic', 'last_name:brad', 'place:Nashville,']"
dEKEupTKE1r,108187577207608337534,"['gender:1', 'job_title:a', 'job_title:am', 'job_title:and', 'job_title:currently', 'job_title:i', 'job_title:unemployed', 'last_name:michael', 'place:Maryland']"
dEKEupTKE1r,105324761189549512199,"['gender:2', 'job_title:anchor', 'job_title:columbia,', 'job_title:in', 'job_title:missouri', 'job_title:news', 'university:non-ascii_883']"
dEKEupTKE1r,117603418437094018321,"['gender:1', 'last_name:george']"
dEKEupTKE1r,108588076582379537686,['gender:2']
dEKEupTKE1r,105296147923592870090,"['place:New', 'place:St.', 'place:Tampa,']"
dEKEupTKE1r,100651621769656849775,"['gender:2', 'job_title:-', 'job_title:consultant', 'job_title:designer', 'job_title:media', 'job_title:social', 'job_title:speaker', 'job_title:specialist', 'job_title:web', 'last_name:kim']"
dEKEupTKE1r,106012471647090911983,['gender:1']
dEKEupTKE1r,107982618909749811163,"['gender:2', 'job_title:and', 'job_title:ceo,', 'last_name:amanda']"
dEKEupTKE1r,113797508378819391794,"['gender:1', 'job_title:blogger', 'job_title:consultant', 'job_title:from', 'job_title:hangout', 'job_title:media', 'job_title:new', 'job_title:on', 'job_title:photographer', 'job_title:professional', 'job_title:the', 'last_name:mike']"
dEKEupTKE1r,105489064367742025310,"['gender:2', 'place:Pensacola,']"
dEKEupTKE1r,102533732658641069172,"['gender:2', 'job_title:i', 'job_title:people', 'job_title:things', 'last_name:linda']"
dEKEupTKE1r,113619286206637523955,"['gender:1', 'place:Bristol,']"
dEKEupTKE1r,110607703709700799337,"['gender:1', 'job_title:event', 'job_title:support', 'job_title:technician', 'last_name:steve']"
dEKEupTKE1r,108894779805940659869,"['gender:1', 'institution:TWiT.tv', 'job_title:tech.', 'last_name:brian', 'university:University']"
dEKEupTKE1r,108152252385291870699,"['gender:2', 'job_title:to', 'job_title:you']"
dEKEupTKE1r,115360504592641443999,"['gender:1', 'job_title:broker', 'job_title:estate', 'job_title:real', 'place:Washington,']"
dEKEupTKE1r,103263667465005102085,"['gender:1', 'last_name:paul']"
dEKEupTKE1r,117059593834355077199,"['gender:1', 'place:Charleston,', 'place:Denver,', 'place:Houston,', 'place:San']"
dEKEupTKE1r,109342148209917802565,"['gender:1', 'job_title:audio', 'job_title:coffee', 'job_title:composer', 'job_title:designer', 'job_title:editor', 'job_title:engineer', 'job_title:ninja', 'job_title:pro', 'job_title:tools', 'place:Toronto']"
dEKEupTKE1r,109895887909967698705,"['gender:2', 'institution:Google', 'job_title:community', 'job_title:for', 'job_title:google+', 'job_title:manager', 'last_name:natalie']"
dEKEupTKE1r,117131320813354732027,"['gender:1', 'job_title:media', 'job_title:social', 'job_title:specialist', 'last_name:mike', 'place:Cincinnati,']"
dEKEupTKE1r,107446552448005649461,"['job_title:a', ""job_title:i'm""]"
dEKEupTKE1r,117673062930419636633,"['gender:1', 'job_title:producer', 'place:Chicago']"
dEKEupTKE1r,103399926392582289066,"['gender:1', 'institution:The', 'job_title:journalist', 'job_title:online', 'last_name:craig', 'place:Buffalo,', 'place:Chicago,', 'place:Rochester,']"
dEKEupTKE1r,103533326117556337218,"['gender:1', 'job_title:and', 'job_title:designer', 'job_title:product', 'last_name:michael']"
dEKEupTKE1r,110735228167430300745,"['gender:1', 'job_title:amateur', 'job_title:an', 'job_title:host', 'job_title:podcast', 'job_title:radio', 'job_title:site', 'last_name:tom']"
dEKEupTKE1r,103038287804535196503,"['gender:2', 'job_title:actress', 'job_title:and', 'job_title:developer', 'job_title:web']"
dEKEupTKE1r,111048918866742956374,"['gender:1', 'job_title:&', 'job_title:actor,', 'job_title:director,', 'job_title:hangout', 'job_title:marketer', 'job_title:pro', 'job_title:social', 'job_title:writer,', 'last_name:matthew']"
dEKEupTKE1r,115829854934725647908,"['gender:1', 'job_title:photographer', 'place:Maryland', 'place:New']"
dEKEupTKE1r,114954712448394413847,"['gender:2', 'place:Vincennes,']"
dEKEupTKE1r,107323726887023845557,"['gender:2', 'institution:Missouri', 'job_title:11', 'job_title:@', 'job_title:columbia,', 'job_title:host', 'job_title:of', 'last_name:sarah', 'university:non-ascii_883']"
dEKEupTKE1r,114701420583282435406,"['gender:1', 'last_name:steven']"
dEKEupTKE1r,116354326277822099288,"['gender:1', 'place:Brooklyn,']"
dEKEupTKE1r,108842492591796792953,"['gender:1', 'last_name:adam']"
dEKEupTKE1r,109345865429707844168,"['gender:1', 'job_title:at', 'job_title:make', 'job_title:media', 'job_title:of', 'job_title:social', 'job_title:the', 'job_title:to', 'last_name:michael', 'place:Dallas', 'place:Nashville', 'place:Orlando', 'place:San', 'university:non-ascii_863']"
dEKEupTKE1r,112353210404102902472,"['gender:1', 'last_name:eric']"
dEKEupTKE1r,110379434263550065795,"['gender:1', 'institution:YouTube', 'job_title:and', 'job_title:editor', 'job_title:partner', 'job_title:video', 'job_title:youtube', 'last_name:james', 'place:Toronto,']"
dEKEupTKE1r,105421360534824524100,"['gender:1', 'job_title:consultant', 'job_title:it']"
dEKEupTKE1r,110519684104194512717,"['gender:1', 'place:Kentucky']"
dEKEupTKE1r,102130162677679828120,"['gender:1', 'last_name:matthew']"
dEKEupTKE1r,106215718640234782825,['gender:2']
dEKEupTKE1r,113247423264358423892,"['gender:1', 'job_title:comedy,', 'job_title:technology', 'university:Harvard']"
dEKEupTKE1r,113989994225911747111,"['gender:1', 'institution:', 'job_title:artist']"
