Community,Node ID,Features
Community 1,109328612626879131592,"['gender:1', 'last_name:john', 'place:Clearwater,', 'place:Savannah,', 'place:Tampa,']"
Community 1,110054750107833929512,"['gender:1', 'job_title:business', 'job_title:entrepreneur', 'job_title:owner,', 'last_name:ricardo', 'place:Amsterdam', 'place:Brussels', 'place:Dublin', 'place:Frankfurt', 'place:London', 'place:Paris', 'place:Warsaw', 'university:non-ascii_1224']"
Community 1,103009917125562846870,['last_name:amanda']
Community 1,109357173702102949587,"['gender:1', 'last_name:chris']"
Community 1,106032143128915938009,"['gender:1', 'job_title:developer,', 'job_title:photographer', 'job_title:problem', 'last_name:tom', 'place:Poughkeepsie,', 'place:Queens,']"
Community 1,101869395366096983724,"['gender:1', 'job_title:+', 'job_title:administrator', 'job_title:education', 'job_title:in', 'job_title:information', 'job_title:special', 'job_title:system', 'job_title:teacher', 'job_title:technology', 'job_title:the']"
Community 1,112930364932290387951,['gender:1']
Community 1,112999005004480372636,"['gender:1', 'last_name:troy']"
Community 1,107876615810858105870,"['gender:1', 'institution:Intel', 'job_title:and', 'job_title:business', 'job_title:guy', 'job_title:occasional', 'job_title:photographer.', 'job_title:recovering', 'job_title:tech', 'last_name:scott', 'place:Boston,', 'place:Connecticut', 'place:Heidelberg,', 'place:New', 'place:Portland,', 'place:Washington,', 'university:MIT', 'university:University']"
Community 1,102130773034819867792,"['gender:1', 'job_title:designer', 'place:Atlanta,', 'place:Chapel', 'place:Jackson,', 'place:Memphis,', 'place:Nashville,', 'university:University']"
Community 1,108835030427235626956,"['gender:1', 'job_title:teacher', 'last_name:roland']"
Community 1,113790908786585486729,[]
Community 1,105507095357499885933,"['gender:1', 'job_title:and', 'job_title:design,', 'job_title:solutions', 'job_title:training', 'last_name:steve', 'place:Boston,']"
Community 1,113366230704709217856,[]
Community 1,116594199576805510790,"['gender:1', 'job_title:engineer', 'job_title:google+', 'job_title:photos', 'job_title:software', 'last_name:vincent']"
Community 1,105404892786781748238,[]
Community 1,117349457540132415662,[]
Community 1,104755336394155711931,"['gender:1', 'last_name:josh']"
Community 1,100373161560332873786,[]
Community 1,105820565463487627814,"['gender:1', 'institution:', 'job_title:entrepreneur,', 'job_title:manager', 'place:Long', 'university:Stanford']"
Community 1,112104018110702208083,"['gender:1', 'institution:Google', 'place:Mumbai']"
Community 1,112492933628695918241,"['gender:1', 'job_title:designer', 'place:San', 'place:Toronto,', 'place:West', 'university:York']"
Community 1,105013324302057228724,"['gender:2', 'institution:Freelancer', 'job_title:part-time', 'last_name:jessica']"
Community 1,106206424594758074492,"['gender:1', 'job_title:freelance', 'job_title:photographer.']"
Community 1,100251437767843856091,"['gender:2', 'job_title:brands', 'job_title:co-founder', 'job_title:curator', 'job_title:digital', 'job_title:founder', 'job_title:of', 'job_title:to', 'job_title:your']"
Community 1,114600389570273106081,[]
Community 1,106684105564729483790,"['gender:2', 'last_name:shannon']"
Community 1,110228619695183640804,"['gender:1', 'job_title:guy,', 'job_title:photographer', 'job_title:software', 'last_name:bob', 'place:Sacramento', 'place:San', 'place:Sydney']"
Community 1,108221835031756703002,"['gender:1', 'job_title:and', 'job_title:freelance', 'job_title:photographer', 'job_title:writer', 'last_name:tom', 'place:Davis,', 'place:Williamstown,', 'university:University', 'university:Williams']"
Community 1,101012074427509537656,"['gender:1', 'last_name:christopher']"
Community 1,107438998639340158528,"['gender:1', 'last_name:jason']"
Community 1,110041523199056192526,"['gender:1', 'last_name:damien']"
Community 1,103519655975029093996,"['gender:1', 'job_title:editor', 'job_title:of', 'last_name:gordon', 'place:London,']"
Community 1,102881506547001047405,"['gender:1', 'place:California']"
Community 1,105894760755439344491,"['gender:2', 'job_title:art', 'last_name:julia', 'place:Perth']"
Community 1,104505181812520851969,"['gender:1', 'job_title:full-time', 'job_title:guy,', 'job_title:it', 'job_title:part-time', 'job_title:photographer', 'place:Boston', 'place:New', 'place:Providence']"
Community 1,103535806271845766896,"['gender:1', 'job_title:&', 'job_title:developer', 'job_title:freelance', 'job_title:photographer', 'job_title:software', 'last_name:marc']"
Community 1,102384669117825357195,['gender:2']
Community 1,112791456928724330032,"['gender:1', 'job_title:consultant', 'job_title:on', 'job_title:photographer', 'job_title:the', 'last_name:steve', 'place:Chicago,', 'place:London,', 'place:New', 'university:Northwestern']"
Community 1,115490198572387699066,"['gender:1', 'job_title:blogging,', 'job_title:photography,', 'job_title:sales', 'last_name:keith', 'place:Poughkeepsie,']"
Community 1,117443217206442118345,"['gender:1', 'institution:Yahoo!', 'job_title:photographer,', 'job_title:web', 'last_name:cole', 'place:Asheville,', 'place:Boston,', 'university:Emerson']"
Community 1,102947178331966873650,[]
Community 1,102520007126942234329,"['gender:1', 'university:California']"
Community 1,115505611402423023943,"['gender:1', 'job_title:design,', 'job_title:photography', 'last_name:michel']"
Community 1,101933670789857525884,[]
Community 1,103079526275359000556,"['gender:1', 'last_name:daniel']"
Community 1,101595233284055239142,"['gender:1', 'job_title:photographer', 'place:Oakland,', 'university:Academy']"
Community 1,112837439401580368562,"['gender:1', 'job_title:photographer', 'last_name:michael', 'university:Middle']"
Community 1,109799158691725472251,"['gender:1', 'job_title:photographer']"
Community 1,100419390705414227779,"['gender:1', 'job_title:photographer']"
Community 1,109296361252372990987,"['gender:2', 'job_title:business', 'job_title:consultant', 'job_title:development', 'job_title:digital', 'job_title:in', 'job_title:media,', 'last_name:julie', 'university:Boston']"
Community 1,104359763476253962070,"['gender:1', 'job_title:photographer', 'last_name:gary', 'place:Los', 'university:Brooks']"
Community 1,103154767864398131776,"['gender:1', 'job_title:all', 'job_title:assistant', 'job_title:designer', 'job_title:every', 'job_title:graphic', 'job_title:image', 'job_title:night,', 'job_title:photo', 'job_title:photographer', 'job_title:photoshop', 'job_title:pixel', 'job_title:retoucher', 'job_title:scout', 'job_title:stock', 'job_title:|']"
Community 1,100928115753316027300,"['gender:1', 'institution:', 'job_title:photographer']"
Community 1,102117093789730100872,"['gender:1', 'job_title:photographe']"
Community 1,101098199090345210424,[]
Community 1,116273289156569953717,[]
Community 1,113939332173985992126,"['gender:1', 'institution:Google', 'job_title:engineering', 'job_title:manager', 'last_name:ben', 'place:Chicago', 'university:University']"
Community 1,108962312991619295310,[]
Community 1,114349647829422661327,[]
Community 1,104797702070835836289,[]
Community 1,112236344213897425331,"['gender:1', 'job_title:and', 'job_title:art', 'job_title:fine', 'job_title:hdr', 'job_title:landscape,', 'job_title:nature,', 'job_title:photographer', 'last_name:matt']"
Community 1,115904636983755833973,"['gender:1', 'job_title:student', 'last_name:nathan']"
Community 1,115655205216183932495,"['gender:1', 'job_title:photographer', 'last_name:gerard']"
Community 1,109781522618867502975,"['gender:1', 'last_name:kurt']"
Community 1,116944634206258122974,"['gender:1', 'job_title:photographer', 'last_name:tom']"
Community 1,109776541085987843977,"['gender:1', 'job_title:/', 'job_title:photographer', 'job_title:pro', 'last_name:scott']"
Community 1,109892778117736265351,"['gender:1', 'job_title:and', 'job_title:design', 'job_title:freelance', 'job_title:photography']"
Community 1,114547779905550869913,"['gender:1', 'job_title:by', 'job_title:engineer', 'job_title:passion.', 'job_title:photographer', 'place:Houston,', 'university:Boston']"
Community 1,109660946159817383241,"['gender:1', 'last_name:marc']"
Community 1,113934645215952069062,"['gender:1', 'job_title:design,', 'job_title:gamer', 'job_title:geek,', 'job_title:musician,', 'job_title:photography,', 'job_title:support', 'job_title:tech', 'job_title:web', 'place:Redlands,', 'place:Sacramento,']"
Community 1,104291276465722490992,"['gender:1', 'job_title:entrepreneur', 'last_name:ryan']"
Community 1,117948836573151305503,"['gender:1', 'job_title:it', 'job_title:support', 'last_name:aaron', 'place:Midwest']"
Community 1,112960723772418803264,"['gender:1', 'job_title:based', 'job_title:developer', 'job_title:francisco', 'job_title:in', 'job_title:san', 'job_title:software', 'job_title:sr.', 'last_name:brandon']"
Community 1,109254108470736148714,[]
Community 1,104618664838382110366,"['gender:1', 'job_title:consultant', 'job_title:educator,', 'job_title:filmmaker,', 'job_title:photographer,', 'place:Anaheim,', 'place:Irvine,', 'place:Orange,']"
Community 1,118351515323229708433,"['gender:1', 'job_title:photographer,', 'job_title:speaker,', 'job_title:teacher', 'job_title:traveler,', 'last_name:scott']"
Community 1,114972425671351992168,"['gender:1', 'institution:', 'job_title:photographer,', 'job_title:pro']"
Community 1,104203344134379117895,"['gender:1', 'job_title:/', 'job_title:by', 'job_title:consultant', 'job_title:passion', 'job_title:photographer']"
Community 1,109959354295627734270,['gender:1']
Community 1,107880974706815787171,"['gender:1', 'last_name:scott', 'place:College', 'place:Denver,', 'place:Houston,', 'place:San', 'place:St.', 'university:Texas']"
Community 1,114683515979385250025,"['gender:1', 'job_title:manager', 'last_name:chris', 'place:Texas', 'university:Rutgers']"
Community 1,100879115281181648565,"['gender:1', 'job_title:nature', 'job_title:photographer', 'last_name:joe', 'university:Caltech']"
Community 1,111097102522228662594,"['gender:1', 'job_title:business', 'job_title:developer', 'job_title:for', 'job_title:inc.', 'last_name:joe', 'university:University']"
Community 1,100580057424662460288,"['gender:1', 'institution:Self-employed', 'job_title:artist,', 'job_title:dog', 'job_title:photographer,', 'last_name:christopher', 'place:Los', 'university:None']"
Community 1,105092775072462301186,[]
Community 1,105764514082673516728,"['gender:2', 'job_title:about', 'job_title:do', 'job_title:i', 'job_title:know', 'job_title:need', 'job_title:that', 'job_title:to', 'job_title:you', 'university:University']"
Community 1,113029970966905465553,[]
Community 1,115007546118056246237,[]
Community 1,109592634059397506775,"['gender:1', 'job_title:developer', 'job_title:photographer,', 'job_title:podcaster,', 'last_name:chris', 'place:London,', 'place:Toronto,']"
Community 1,116782192572708139607,"['gender:2', 'job_title:and', 'job_title:that', 'job_title:this']"
Community 1,107414592731514189079,['gender:1']
Community 1,115811608074199996286,"['gender:1', 'institution:', 'job_title:designer', 'place:Athens']"
Community 1,102819906512633210274,"['gender:1', 'job_title:filmmaker,', 'job_title:photographer,', 'job_title:writer', 'place:Rome,']"
Community 1,103619689952955738772,"['gender:2', 'institution:Accenture', 'job_title:--', 'job_title:problem']"
Community 1,118309378242345000403,[]
Community 1,108732177719750777585,['gender:1']
Community 1,118298912952607658547,"['gender:2', 'institution:', 'job_title:student', 'last_name:stephanie']"
Community 1,107707702440069014506,[]
Community 1,106312035620164033349,"['gender:1', 'job_title:images']"
Community 1,115144932473162359650,[]
Community 1,118029848541356213863,"['gender:1', 'last_name:ken']"
Community 1,116204437472476177397,"['gender:1', 'job_title:director,', 'job_title:editor', 'job_title:film', 'last_name:brad', 'place:Louisville,']"
Community 1,116166930518893390711,"['gender:1', 'job_title:making', 'job_title:systems', 'last_name:ryan']"
Community 1,118236147995429375090,[]
Community 1,106455972126925163352,['gender:1']
Community 1,109619063322910077914,"['gender:1', 'job_title:engineer,', 'job_title:photographer', 'last_name:stefan']"
Community 1,100996797089322104049,[]
Community 1,115008911624864960721,"['gender:1', 'last_name:jeff', 'university:University']"
Community 1,103913955033200227575,[]
Community 1,103473863573453096651,"['gender:1', 'job_title:old', 'job_title:same', 'place:Dubai,']"
Community 1,102837097678487480685,"['gender:1', 'last_name:eric']"
Community 1,102420807080086585113,"['gender:1', 'job_title:&', 'job_title:-', 'job_title:company', 'job_title:owner', 'last_name:john']"
Community 1,109130420645194541096,"['gender:1', 'last_name:ben']"
Community 1,106158770342296171431,[]
Community 1,113751283404152316115,"['gender:2', 'job_title:artist,', 'job_title:photographer']"
Community 1,107791908943649564876,[]
Community 1,116217157972739054782,"['gender:2', 'place:Ann', 'place:Lawrence,', 'place:London,']"
Community 1,113775216082198424237,"['gender:2', 'job_title:designer', 'job_title:photographer,', 'last_name:robin', 'place:Sacramento', 'place:Santa']"
Community 1,115546499363668589446,[]
Community 2,109549749746353031555,"['gender:2', 'job_title:actress,', 'job_title:filmmaker,', 'job_title:photographer', 'place:Dallas,', 'place:Moscow,', 'place:Washington,', 'university:University']"
Community 2,104294083885937159989,"['gender:1', 'last_name:alex']"
Community 2,114051322401103919567,"['gender:1', 'job_title:photographer', 'job_title:urban']"
Community 2,117574356623680867920,"['gender:1', 'job_title:photographer', 'last_name:steve', 'place:Montreal']"
Community 2,105656942431287100226,[]
Community 2,104112700502285331526,"['gender:2', 'place:Alexandria,', 'place:Bethesda,', 'place:Greenwich,', 'place:Naples,', 'place:Rome,', 'place:Washington,']"
Community 2,103814318968872067095,"['gender:2', 'job_title:the', 'job_title:way', 'last_name:kendra', 'place:Austin,', 'place:Riverside,', 'place:San', 'place:Santa', 'university:University']"
Community 2,113158814439512755352,"['gender:2', 'job_title:&', 'job_title:-', 'job_title:.', 'job_title:art', 'job_title:commercial,', 'job_title:editorial', 'job_title:fashion', 'job_title:fine', 'job_title:food', 'job_title:life', 'job_title:lifestyle', 'job_title:photographer', 'job_title:still', 'place:Australia', 'place:Canada', 'place:Texas', 'place:Washington']"
Community 2,105720374917117266351,"['gender:1', 'last_name:jack']"
Community 2,109903915442790058971,[]
Community 2,109970338579215706051,"['gender:1', 'job_title:researcher', 'last_name:thomas', 'place:Berlin,']"
Community 2,103650951579527262798,"['gender:3', 'job_title:and', 'job_title:enthusiast', 'job_title:lover']"
Community 2,113977984500465768287,"['gender:2', 'job_title:of', 'job_title:photography', 'job_title:student']"
Community 2,115038846156832248145,[]
Community 2,102245160667846222465,"['gender:2', 'last_name:jennifer', 'place:Toronto']"
Community 2,107958711860940415885,"['gender:1', 'job_title:photographer', 'last_name:vincent']"
Community 2,107622876449600446989,[]
Community 2,111124838372075709293,"['gender:2', 'job_title:photographer', 'last_name:kimberly']"
Community 2,104051069913864446196,"['gender:1', 'last_name:tomasz']"
Community 2,117440562136163282023,"['gender:1', 'job_title:and', 'job_title:anything', 'job_title:in', 'job_title:nature', 'job_title:of', 'job_title:photographer', 'job_title:specializing', 'job_title:wildlife', 'last_name:aj']"
Community 2,104962347070667053810,"['gender:2', 'job_title:/', 'job_title:editor', 'job_title:entrepreneur', 'job_title:photography', 'job_title:video', 'last_name:lisa', 'place:Glendale,', 'place:Los', 'university:School']"
Community 2,115961021629090154025,"['gender:1', 'job_title:amateur', 'job_title:consultant,', 'job_title:photographer', 'job_title:technology', 'last_name:jeff', 'place:Canada']"
Community 2,101384112455887732241,"['gender:1', 'job_title:photographer', 'last_name:mark']"
Community 2,117826637077711958172,"['gender:1', 'job_title:adventurer,', 'job_title:amateur', 'job_title:database', 'job_title:engineer,', 'job_title:expert,', 'job_title:occasional', 'job_title:photographer,', 'job_title:software', 'last_name:shawn', 'place:Fort']"
Community 2,114858496219143473247,"['gender:2', 'last_name:abigail', 'university:University']"
Community 2,102518365620075109973,"['gender:1', 'job_title:also', 'job_title:currently', 'job_title:freelance', 'job_title:in', 'job_title:photographer', 'job_title:that', 'job_title:the', 'last_name:mike']"
Community 2,107489144252174167638,"['gender:1', 'institution:', 'job_title:blogger', 'job_title:photographer', 'last_name:steve']"
Community 2,108189481625587435470,"['gender:1', 'job_title:of', 'job_title:photographer,', 'place:New', 'place:New', 'place:San', 'place:San', 'place:San']"
Community 2,100216099807028197176,[]
Community 2,112369916221417513808,"['gender:1', 'last_name:stephen']"
Community 2,105730165898914391474,[]
Community 2,103200491340117663153,"['gender:1', 'institution:The', 'job_title:international', 'job_title:photographer', 'job_title:photography', 'job_title:photojournalist', 'job_title:teacher', 'job_title:wedding', 'job_title:|', 'place:Frankfurt', 'place:New', 'place:london']"
Community 2,113312804462990112705,"['gender:2', 'last_name:katie']"
Community 2,114124121045669648448,"['gender:1', 'institution:Amateur', 'job_title:amateur', 'job_title:musician,', 'job_title:photographer']"
Community 2,105164621447300845967,"['gender:1', 'job_title:architect', 'job_title:software', 'place:New']"
Community 2,118357019708110162087,[]
Community 2,108612610644565864416,[]
Community 2,109128179703780508212,['gender:1']
Community 2,108986482395975467331,"['job_title:nurse', 'last_name:jeanette']"
Community 2,111464294370388556424,[]
Community 2,118026639398463272784,"['gender:1', 'job_title:photographer', 'last_name:frank']"
Community 2,106073502505833617615,"['gender:2', 'place:Asheville,', 'place:Atlanta,', 'place:Baltimore,', 'place:Chicago,', 'place:Dallas,', 'place:Denver,', 'place:Houston,', 'place:Kansas', 'place:Los', 'place:Memphis,', 'place:Miami,', 'place:Minneapolis,', 'place:New', 'place:Philadelphia,', 'place:Phoenix,', 'place:Salt', 'place:San', 'place:Tallahassee,']"
Community 2,107140384943910571494,"['gender:1', 'job_title:photographer', 'last_name:tim']"
Community 2,107028157462218372820,"['gender:1', 'institution:Western', 'job_title:/', 'job_title:engineer', 'job_title:photographer', 'place:California', 'place:India', 'place:Minnesota', 'university:University']"
Community 2,107901181807999531493,"['gender:1', 'last_name:michael']"
Community 2,107408720924877751027,"['gender:2', 'job_title:editor,', 'job_title:freelance', 'job_title:photographer.', 'job_title:writer,', 'last_name:kimberly', 'university:Arizona']"
Community 2,108527329601014444443,"['gender:2', 'institution:Photographer', 'job_title:and', 'job_title:city', 'job_title:in', 'job_title:new', 'job_title:photographer', 'job_title:specializing', 'job_title:urban', 'job_title:york', 'place:New']"
Community 2,107591005438840138933,"['gender:2', 'job_title:+', 'job_title:architecture', 'job_title:designer', 'job_title:in', 'job_title:manager', 'job_title:project', 'university:Carnegie']"
Community 2,108909492433674629621,"['gender:1', 'place:Seoul,']"
Community 2,106658849511427440492,"['gender:1', 'place:Toronto']"
Community 2,112027450030109652155,"['gender:1', 'last_name:darren']"
